model,threshold,precision,recall,f1,specificity,fpr,accuracy,tn,fp,fn,tp
Semantics_Corrected_Fusion,0.66,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.67,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.68,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.69,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.7,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.71,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.72,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.73,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.74,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.75,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.76,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Semantics_Corrected_Fusion,0.77,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.78,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.79,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.8,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.81,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.82,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.83,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.84,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.85,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.86,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.87,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.88,0.9852,0.7107,0.8257,0.8933,0.1067,0.7273,134,16,434,1066
Semantics_Corrected_Fusion,0.89,0.9931,0.6693,0.7997,0.9533,0.0467,0.6952,143,7,496,1004
Semantics_Corrected_Fusion,0.9,0.9931,0.6693,0.7997,0.9533,0.0467,0.6952,143,7,496,1004
Semantics_Corrected_Fusion,0.91,0.994,0.664,0.7962,0.96,0.04,0.6909,144,6,504,996
Semantics_Corrected_Fusion,0.92,0.994,0.6607,0.7938,0.96,0.04,0.6879,144,6,509,991
Semantics_Corrected_Fusion,0.93,0.994,0.66,0.7933,0.96,0.04,0.6873,144,6,510,990
Semantics_Corrected_Fusion,0.94,0.994,0.6593,0.7928,0.96,0.04,0.6867,144,6,511,989
Semantics_Corrected_Fusion,0.95,0.995,0.658,0.7921,0.9667,0.0333,0.6861,145,5,513,987
Semantics_Corrected_Fusion,0.96,0.996,0.6573,0.792,0.9733,0.0267,0.6861,146,4,514,986
Semantics_Corrected_Fusion,0.97,0.9959,0.6553,0.7905,0.9733,0.0267,0.6842,146,4,517,983
Semantics_Corrected_Fusion,0.98,0.9969,0.6487,0.7859,0.98,0.02,0.6788,147,3,527,973
Semantics_Corrected_Fusion,0.99,1.0,0.1607,0.2769,1.0,0.0,0.237,150,0,1259,241
Exploratory_Stacker,0.01,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.02,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.03,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.04,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.05,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.06,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.07,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.08,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.09,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.1,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.11,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.12,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.13,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.14,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.15,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.16,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.17,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.18,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.19,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.2,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.21,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.22,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.23,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.24,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.25,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.26,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.27,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.28,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.29,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.3,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.31,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.32,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.33,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.34,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.35,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.36,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.37,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.38,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.39,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.4,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.41,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.42,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.43,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.44,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.45,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.46,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.47,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.48,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.49,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.5,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.51,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.52,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.53,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.54,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.55,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.56,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.57,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.58,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.59,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.6,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.61,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.62,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.63,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.64,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.65,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.66,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.67,0.9091,1.0,0.9524,0.0,1.0,0.9091,0,150,0,1500
Exploratory_Stacker,0.68,0.916,0.9893,0.9513,0.0933,0.9067,0.9079,14,136,16,1484
Exploratory_Stacker,0.69,0.9355,0.9567,0.9459,0.34,0.66,0.9006,51,99,65,1435
Exploratory_Stacker,0.7,0.9525,0.9353,0.9438,0.5333,0.4667,0.8988,80,70,97,1403
Exploratory_Stacker,0.71,0.9586,0.926,0.942,0.6,0.4,0.8964,90,60,111,1389
Exploratory_Stacker,0.72,0.9624,0.922,0.9418,0.64,0.36,0.8964,96,54,117,1383
Exploratory_Stacker,0.73,0.9648,0.9147,0.9391,0.6667,0.3333,0.8921,100,50,128,1372
Exploratory_Stacker,0.74,0.9688,0.9107,0.9388,0.7067,0.2933,0.8921,106,44,134,1366
Exploratory_Stacker,0.75,0.9694,0.9093,0.9384,0.7133,0.2867,0.8915,107,43,136,1364
Exploratory_Stacker,0.76,0.9715,0.908,0.9387,0.7333,0.2667,0.8921,110,40,138,1362
Exploratory_Stacker,0.77,0.9735,0.906,0.9385,0.7533,0.2467,0.8921,113,37,141,1359
Exploratory_Stacker,0.78,0.9749,0.9053,0.9388,0.7667,0.2333,0.8927,115,35,142,1358
Exploratory_Stacker,0.79,0.9776,0.9027,0.9386,0.7933,0.2067,0.8927,119,31,146,1354
Exploratory_Stacker,0.8,0.9782,0.8993,0.9371,0.8,0.2,0.8903,120,30,151,1349
Exploratory_Stacker,0.81,0.9789,0.8987,0.9371,0.8067,0.1933,0.8903,121,29,152,1348
Exploratory_Stacker,0.82,0.9796,0.898,0.937,0.8133,0.1867,0.8903,122,28,153,1347
Exploratory_Stacker,0.83,0.9796,0.8973,0.9367,0.8133,0.1867,0.8897,122,28,154,1346
Exploratory_Stacker,0.84,0.9803,0.8973,0.937,0.82,0.18,0.8903,123,27,154,1346
Exploratory_Stacker,0.85,0.9818,0.8967,0.9373,0.8333,0.1667,0.8909,125,25,155,1345
Exploratory_Stacker,0.86,0.9845,0.89,0.9349,0.86,0.14,0.8873,129,21,165,1335
Exploratory_Stacker,0.87,0.9894,0.8753,0.9289,0.9067,0.0933,0.8782,136,14,187,1313
Exploratory_Stacker,0.88,0.9902,0.8727,0.9277,0.9133,0.0867,0.8764,137,13,191,1309
Exploratory_Stacker,0.89,0.9901,0.868,0.925,0.9133,0.0867,0.8721,137,13,198,1302
Exploratory_Stacker,0.9,0.9909,0.8667,0.9246,0.92,0.08,0.8715,138,12,200,1300
Exploratory_Stacker,0.91,0.9916,0.862,0.9223,0.9267,0.0733,0.8679,139,11,207,1293
Exploratory_Stacker,0.92,0.9923,0.8587,0.9207,0.9333,0.0667,0.8655,140,10,212,1288
Exploratory_Stacker,0.93,0.993,0.856,0.9194,0.94,0.06,0.8636,141,9,216,1284
Exploratory_Stacker,0.94,0.9898,0.5173,0.6795,0.9467,0.0533,0.5564,142,8,724,776
Exploratory_Stacker,0.95,0.9878,0.3793,0.5482,0.9533,0.0467,0.4315,143,7,931,569
Exploratory_Stacker,0.96,0.9941,0.3367,0.503,0.98,0.02,0.3952,147,3,995,505
Exploratory_Stacker,0.97,0.9955,0.1473,0.2567,0.9933,0.0067,0.2242,149,1,1279,221
Exploratory_Stacker,0.98,0.9948,0.1287,0.2279,0.9933,0.0067,0.2073,149,1,1307,193
Exploratory_Stacker,0.99,0.993,0.0947,0.1729,0.9933,0.0067,0.1764,149,1,1358,142
