feature,logistic_weight,permutation_importance_mean,permutation_importance_std
cnn_probability,2.838636545987274,0.07466088888888898,0.005114568511783575
m3_probability,2.2840928031511556,0.015643555555555643,0.0038803134912173748
forensic_probability,16.955697437234512,0.18508755555555564,0.0160044697522093
